,customer_id,order_status,brand,product_line,product_class,product_size,state,property_valuation,gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,profit,age_group,profit_group
48,2459,1,Giant Bicycles,Standard,medium,medium,QLD,6,Female,67,High Net Worth,No,18.0,431.33000000000004,30-45,300-600
49,2459,1,OHM Cycles,Standard,medium,medium,QLD,6,Female,67,High Net Worth,No,18.0,110.56,30-45,0-300
50,2459,1,OHM Cycles,Touring,low,medium,QLD,6,Female,67,High Net Worth,No,18.0,139.2299999999999,30-45,0-300
51,2459,1,OHM Cycles,Standard,medium,medium,QLD,6,Female,67,High Net Worth,No,18.0,456.44999999999993,30-45,300-600
52,2459,1,Trek Bicycles,Road,low,small,QLD,6,Female,67,High Net Worth,No,18.0,189.27999999999997,30-45,0-300
53,2459,1,Solex,Standard,high,large,QLD,6,Female,67,High Net Worth,No,18.0,737.1700000000001,30-45,600-900
54,2459,1,Trek Bicycles,Road,medium,medium,QLD,6,Female,67,High Net Worth,No,18.0,133.38,30-45,0-300
55,2459,1,Norco Bicycles,Road,medium,medium,QLD,6,Female,67,High Net Worth,No,18.0,167.20999999999998,30-45,0-300
56,2459,1,Giant Bicycles,Standard,high,medium,QLD,6,Female,67,High Net Worth,No,18.0,451.6500000000001,30-45,300-600
57,2459,1,Giant Bicycles,Standard,medium,large,QLD,6,Female,67,High Net Worth,No,18.0,641.64,30-45,600-900
58,1305,1,Solex,Standard,medium,large,QLD,4,Male,97,High Net Worth,Yes,6.0,690.49,45-60,600-900
59,1305,1,Solex,Standard,medium,medium,QLD,4,Male,97,High Net Worth,Yes,6.0,502.47,45-60,300-600
60,1305,1,WeareA2B,Touring,medium,medium,QLD,4,Male,97,High Net Worth,Yes,6.0,1103.43,45-60,900-1200
61,1305,1,OHM Cycles,Standard,high,medium,QLD,4,Male,97,High Net Worth,Yes,6.0,91.15,45-60,0-300
62,1305,1,Solex,Standard,low,medium,QLD,4,Male,97,High Net Worth,Yes,6.0,437.46,45-60,300-600
63,3262,1,WeareA2B,Standard,medium,medium,QLD,8,Male,65,Mass Customer,No,12.0,1069.5500000000002,45-60,900-1200
64,3262,1,Trek Bicycles,Standard,medium,small,QLD,8,Male,65,Mass Customer,No,12.0,152.54999999999995,45-60,0-300
65,3262,1,Giant Bicycles,Standard,medium,large,QLD,8,Male,65,Mass Customer,No,12.0,1055.82,45-60,900-1200
66,3262,1,Trek Bicycles,Road,medium,medium,QLD,8,Male,65,Mass Customer,No,12.0,75.48000000000002,45-60,0-300
67,3262,1,OHM Cycles,Standard,medium,medium,QLD,8,Male,65,Mass Customer,No,12.0,693.76,45-60,600-900
68,3262,1,Solex,Road,medium,small,QLD,8,Male,65,Mass Customer,No,12.0,187.38999999999987,45-60,0-300
69,3262,1,Trek Bicycles,Standard,high,medium,QLD,8,Male,65,Mass Customer,No,12.0,143.35999999999999,45-60,0-300
70,3262,1,OHM Cycles,Standard,medium,medium,QLD,8,Male,65,Mass Customer,No,12.0,456.44999999999993,45-60,300-600
71,3262,1,Giant Bicycles,Standard,high,medium,QLD,8,Male,65,Mass Customer,No,12.0,451.6500000000001,45-60,300-600
72,3262,1,OHM Cycles,Road,high,large,QLD,8,Male,65,Mass Customer,No,12.0,4.8,45-60,0-300
73,1986,1,Trek Bicycles,Mountain,low,medium,NSW,8,Female,53,Mass Customer,No,16.0,114.93,30-45,0-300
74,1986,1,Norco Bicycles,Standard,medium,medium,NSW,8,Female,53,Mass Customer,No,16.0,737.5699999999999,30-45,600-900
75,1986,1,Solex,Standard,medium,medium,NSW,8,Female,53,Mass Customer,No,16.0,143.82,30-45,0-300
76,1986,1,WeareA2B,Standard,medium,small,NSW,8,Female,53,Mass Customer,No,16.0,43.97,30-45,0-300
77,1986,1,OHM Cycles,Standard,high,medium,NSW,8,Female,53,Mass Customer,No,16.0,91.15,30-45,0-300
78,1986,1,WeareA2B,Touring,medium,large,NSW,8,Female,53,Mass Customer,No,16.0,1305.25,30-45,1200-1500
79,2783,1,OHM Cycles,Standard,low,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,14.229999999999997,30-45,0-300
80,2783,1,Solex,Standard,medium,large,NSW,9,Male,14,Affluent Customer,Yes,7.0,690.49,30-45,600-900
81,2783,1,OHM Cycles,Standard,medium,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,45.96000000000001,30-45,0-300
82,2783,1,OHM Cycles,Standard,medium,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,110.56,30-45,0-300
83,2783,1,Giant Bicycles,Standard,medium,large,NSW,9,Male,14,Affluent Customer,Yes,7.0,41.129999999999995,30-45,0-300
84,2783,1,OHM Cycles,Road,medium,small,NSW,9,Male,14,Affluent Customer,Yes,7.0,199.0999999999999,30-45,0-300
85,2783,1,OHM Cycles,Touring,low,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,139.2299999999999,30-45,0-300
86,2783,1,Norco Bicycles,Road,medium,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,167.20999999999998,30-45,0-300
87,2783,1,OHM Cycles,Standard,high,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,802.26,30-45,600-900
88,2783,1,OHM Cycles,Standard,medium,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,456.44999999999993,30-45,300-600
89,2783,1,OHM Cycles,Standard,high,medium,NSW,9,Male,14,Affluent Customer,Yes,7.0,91.15,30-45,0-300
90,1243,1,Trek Bicycles,Standard,low,medium,NSW,11,Male,73,Mass Customer,No,8.0,903.11,60-75,900-1200
91,1243,0,OHM Cycles,Standard,high,medium,NSW,11,Male,73,Mass Customer,No,8.0,583.2700000000001,60-75,300-600
92,1243,1,Norco Bicycles,Road,medium,medium,NSW,11,Male,73,Mass Customer,No,8.0,167.20999999999998,60-75,0-300
93,1243,1,Trek Bicycles,Mountain,low,medium,NSW,11,Male,73,Mass Customer,No,8.0,114.93,60-75,0-300
94,1243,1,Trek Bicycles,Standard,high,medium,NSW,11,Male,73,Mass Customer,No,8.0,143.35999999999999,60-75,0-300
95,1243,1,Giant Bicycles,Standard,high,medium,NSW,11,Male,73,Mass Customer,No,8.0,509.97,60-75,300-600
96,1243,1,Trek Bicycles,Standard,medium,small,NSW,11,Male,73,Mass Customer,No,8.0,152.54999999999995,60-75,0-300
97,1243,1,Norco Bicycles,Standard,high,small,NSW,11,Male,73,Mass Customer,No,8.0,182.81000000000017,60-75,0-300
98,1243,1,Giant Bicycles,Road,medium,medium,NSW,11,Male,73,Mass Customer,No,8.0,709.34,60-75,600-900
99,1243,1,WeareA2B,Standard,medium,medium,NSW,11,Male,73,Mass Customer,No,8.0,1660.88,60-75,1500-1800
100,2717,1,Norco Bicycles,Standard,high,small,NSW,5,Male,31,Mass Customer,No,13.0,182.81000000000017,30-45,0-300
101,2717,1,OHM Cycles,Standard,high,medium,NSW,5,Male,31,Mass Customer,No,13.0,802.26,30-45,600-900
102,2717,1,WeareA2B,Touring,medium,medium,NSW,5,Male,31,Mass Customer,No,13.0,1103.43,30-45,900-1200
103,2717,1,Giant Bicycles,Standard,medium,medium,NSW,5,Male,31,Mass Customer,No,13.0,431.33000000000004,30-45,300-600
104,2717,1,Trek Bicycles,Road,medium,medium,NSW,5,Male,31,Mass Customer,No,13.0,75.48000000000002,30-45,0-300
105,2717,1,OHM Cycles,Standard,medium,medium,NSW,5,Male,31,Mass Customer,No,13.0,110.56,30-45,0-300
106,2717,1,OHM Cycles,Standard,medium,medium,NSW,5,Male,31,Mass Customer,No,13.0,45.96000000000001,30-45,0-300
107,2717,1,Giant Bicycles,Road,low,small,NSW,5,Male,31,Mass Customer,No,13.0,64.92999999999995,30-45,0-300
108,2717,1,WeareA2B,Road,low,small,NSW,5,Male,31,Mass Customer,No,13.0,129.01,30-45,0-300
109,2717,1,WeareA2B,Touring,medium,large,NSW,5,Male,31,Mass Customer,No,13.0,1630.25,30-45,1500-1800
110,247,1,Giant Bicycles,Standard,medium,large,NSW,4,Female,62,High Net Worth,Yes,13.0,1055.82,30-45,900-1200
111,247,1,Trek Bicycles,Standard,medium,large,NSW,4,Female,62,High Net Worth,Yes,13.0,1702.5499999999997,30-45,1500-1800
112,247,1,WeareA2B,Standard,medium,small,NSW,4,Female,62,High Net Worth,Yes,13.0,43.97,30-45,0-300
113,247,1,Solex,Standard,medium,medium,NSW,4,Female,62,High Net Worth,Yes,13.0,143.82,30-45,0-300
114,247,1,Solex,Standard,medium,medium,NSW,4,Female,62,High Net Worth,Yes,13.0,1612.25,30-45,1500-1800
115,247,1,OHM Cycles,Road,medium,small,NSW,4,Female,62,High Net Worth,Yes,13.0,199.0999999999999,30-45,0-300
116,247,1,WeareA2B,Standard,medium,small,NSW,4,Female,62,High Net Worth,Yes,13.0,155.6500000000001,30-45,0-300
117,2961,1,Trek Bicycles,Standard,medium,large,VIC,8,Male,56,Mass Customer,Yes,12.0,1702.5499999999997,30-45,1500-1800
118,2961,1,Norco Bicycles,Standard,low,medium,VIC,8,Male,56,Mass Customer,Yes,12.0,209.84000000000003,30-45,0-300
119,2961,1,WeareA2B,Standard,medium,medium,VIC,8,Male,56,Mass Customer,Yes,12.0,1660.88,30-45,1500-1800
120,2961,1,Giant Bicycles,Standard,medium,large,VIC,8,Male,56,Mass Customer,Yes,12.0,1230.27,30-45,1200-1500
121,2961,1,Norco Bicycles,Standard,medium,medium,VIC,8,Male,56,Mass Customer,Yes,12.0,737.5699999999999,30-45,600-900
122,2961,1,OHM Cycles,Standard,medium,medium,VIC,8,Male,56,Mass Customer,Yes,12.0,693.76,30-45,600-900
128,1842,1,Giant Bicycles,Standard,medium,small,NSW,8,Male,89,Mass Customer,No,8.0,144.26,30-45,0-300
129,1842,1,OHM Cycles,Standard,medium,medium,NSW,8,Male,89,Mass Customer,No,8.0,771.12,30-45,600-900
130,1842,1,Solex,Standard,high,medium,NSW,8,Male,89,Mass Customer,No,8.0,299.27,30-45,0-300
131,1842,1,WeareA2B,Standard,medium,medium,NSW,8,Male,89,Mass Customer,No,8.0,812.44,30-45,600-900
132,1842,1,WeareA2B,Standard,medium,medium,NSW,8,Male,89,Mass Customer,No,8.0,1028.76,30-45,900-1200
133,2268,1,WeareA2B,Standard,medium,medium,VIC,8,Female,66,Mass Customer,No,19.0,1279.3999999999999,45-60,1200-1500
134,2268,1,WeareA2B,Standard,medium,medium,VIC,8,Female,66,Mass Customer,No,19.0,827.1599999999999,45-60,600-900
135,2268,1,Solex,Standard,medium,medium,VIC,8,Female,66,Mass Customer,No,19.0,502.47,45-60,300-600
136,2268,1,WeareA2B,Standard,medium,medium,VIC,8,Female,66,Mass Customer,No,19.0,1230.3000000000002,45-60,1200-1500
137,2268,1,OHM Cycles,Touring,low,medium,VIC,8,Female,66,Mass Customer,No,19.0,139.2299999999999,45-60,0-300
138,2268,1,OHM Cycles,Standard,low,medium,VIC,8,Female,66,Mass Customer,No,19.0,14.229999999999997,45-60,0-300
139,2268,1,Solex,Standard,medium,large,VIC,8,Female,66,Mass Customer,No,19.0,327.9799999999999,45-60,300-600
140,2268,1,Trek Bicycles,Standard,medium,small,VIC,8,Female,66,Mass Customer,No,19.0,152.54999999999995,45-60,0-300
141,3002,1,Giant Bicycles,Road,medium,medium,NSW,2,Male,62,Mass Customer,Yes,16.0,709.34,60-75,600-900
142,3002,1,Solex,Standard,high,medium,NSW,2,Male,62,Mass Customer,Yes,16.0,299.27,60-75,0-300
143,3002,1,Giant Bicycles,Road,medium,medium,NSW,2,Male,62,Mass Customer,Yes,16.0,198.22000000000003,60-75,0-300
144,3002,1,Giant Bicycles,Standard,medium,large,NSW,2,Male,62,Mass Customer,Yes,16.0,41.129999999999995,60-75,0-300
145,3002,1,Norco Bicycles,Road,medium,large,NSW,2,Male,62,Mass Customer,Yes,16.0,445.2099999999999,60-75,300-600
146,3002,1,OHM Cycles,Standard,high,medium,NSW,2,Male,62,Mass Customer,Yes,16.0,91.15,60-75,0-300
147,3002,1,Solex,Touring,medium,large,NSW,2,Male,62,Mass Customer,Yes,16.0,1408.91,60-75,1200-1500
148,1582,1,Trek Bicycles,Standard,medium,medium,NSW,11,Male,32,Mass Customer,No,4.0,110.80999999999995,30-45,0-300
149,1582,1,Solex,Standard,medium,large,NSW,11,Male,32,Mass Customer,No,4.0,327.9799999999999,30-45,300-600
150,1582,1,Norco Bicycles,Standard,medium,medium,NSW,11,Male,32,Mass Customer,No,4.0,737.5699999999999,30-45,600-900
151,1582,1,Solex,Standard,high,medium,NSW,11,Male,32,Mass Customer,No,4.0,409.8600000000001,30-45,300-600
152,1582,1,Solex,Standard,medium,large,NSW,11,Male,32,Mass Customer,No,4.0,327.9799999999999,30-45,300-600
153,595,1,OHM Cycles,Standard,low,medium,QLD,4,Male,72,Mass Customer,No,22.0,1544.6100000000001,30-45,1500-1800
154,595,1,Solex,Standard,medium,medium,QLD,4,Male,72,Mass Customer,No,22.0,17.869999999999997,30-45,0-300
155,595,1,Giant Bicycles,Standard,medium,medium,QLD,4,Male,72,Mass Customer,No,22.0,448.67999999999995,30-45,300-600
156,2001,1,OHM Cycles,Standard,low,medium,NSW,4,Female,21,Mass Customer,Yes,3.0,1544.6100000000001,30-45,1500-1800
157,2001,1,Giant Bicycles,Standard,medium,medium,NSW,4,Female,21,Mass Customer,Yes,3.0,448.67999999999995,30-45,300-600
158,2001,1,Trek Bicycles,Standard,medium,large,NSW,4,Female,21,Mass Customer,Yes,3.0,872.8900000000001,30-45,600-900
159,2001,1,Norco Bicycles,Standard,high,small,NSW,4,Female,21,Mass Customer,Yes,3.0,182.81000000000017,30-45,0-300
160,2001,1,Trek Bicycles,Standard,low,medium,NSW,4,Female,21,Mass Customer,Yes,3.0,903.11,30-45,900-1200
161,2001,1,Norco Bicycles,Road,medium,large,NSW,4,Female,21,Mass Customer,Yes,3.0,445.2099999999999,30-45,300-600
162,2001,1,Solex,Standard,medium,medium,NSW,4,Female,21,Mass Customer,Yes,3.0,179.44,30-45,0-300
163,2001,1,OHM Cycles,Standard,medium,medium,NSW,4,Female,21,Mass Customer,Yes,3.0,771.12,30-45,600-900
164,515,1,Giant Bicycles,Road,medium,medium,NSW,12,Female,55,High Net Worth,No,8.0,709.34,15-30,600-900
165,515,1,WeareA2B,Standard,medium,medium,NSW,12,Female,55,High Net Worth,No,8.0,1069.5500000000002,15-30,900-1200
166,515,1,Trek Bicycles,Standard,medium,small,NSW,12,Female,55,High Net Worth,No,8.0,195.33999999999992,15-30,0-300
167,515,1,WeareA2B,Standard,medium,medium,NSW,12,Female,55,High Net Worth,No,8.0,1069.5500000000002,15-30,900-1200
168,515,1,Giant Bicycles,Standard,medium,large,NSW,12,Female,55,High Net Worth,No,8.0,41.129999999999995,15-30,0-300
169,515,1,OHM Cycles,Standard,medium,medium,NSW,12,Female,55,High Net Worth,No,8.0,771.12,15-30,600-900
170,515,1,Trek Bicycles,Standard,medium,large,NSW,12,Female,55,High Net Worth,No,8.0,1702.5499999999997,15-30,1500-1800
171,515,1,Solex,Standard,high,large,NSW,12,Female,55,High Net Worth,No,8.0,737.1700000000001,15-30,600-900
172,515,1,Solex,Standard,medium,large,NSW,12,Female,55,High Net Worth,No,8.0,690.49,15-30,600-900
173,2822,1,WeareA2B,Touring,medium,large,VIC,12,Female,83,Mass Customer,No,3.0,1305.25,30-45,1200-1500
174,2822,1,WeareA2B,Standard,medium,medium,VIC,12,Female,83,Mass Customer,No,3.0,827.1599999999999,30-45,600-900
175,2822,1,OHM Cycles,Standard,low,medium,VIC,12,Female,83,Mass Customer,No,3.0,1544.6100000000001,30-45,1500-1800
176,2822,1,Solex,Standard,medium,medium,VIC,12,Female,83,Mass Customer,No,3.0,25.08999999999999,30-45,0-300
177,2822,1,Trek Bicycles,Road,low,medium,VIC,12,Female,83,Mass Customer,No,3.0,745.94,30-45,600-900
178,2822,1,Trek Bicycles,Road,medium,medium,VIC,12,Female,83,Mass Customer,No,3.0,133.38,30-45,0-300
179,2822,1,OHM Cycles,Standard,low,medium,VIC,12,Female,83,Mass Customer,No,3.0,14.229999999999997,30-45,0-300
180,2822,1,OHM Cycles,Standard,high,medium,VIC,12,Female,83,Mass Customer,No,3.0,802.26,30-45,600-900
181,2822,1,Norco Bicycles,Mountain,low,small,VIC,12,Female,83,Mass Customer,No,3.0,75.75,30-45,0-300
182,2596,1,Trek Bicycles,Standard,medium,large,NSW,7,Female,51,Affluent Customer,Yes,13.0,872.8900000000001,30-45,600-900
183,2596,1,OHM Cycles,Standard,low,medium,NSW,7,Female,51,Affluent Customer,Yes,13.0,1544.6100000000001,30-45,1500-1800
184,2596,1,Solex,Road,medium,small,NSW,7,Female,51,Affluent Customer,Yes,13.0,187.38999999999987,30-45,0-300
185,2596,1,Solex,Standard,low,medium,NSW,7,Female,51,Affluent Customer,Yes,13.0,437.46,30-45,300-600
186,2596,1,WeareA2B,Standard,medium,medium,NSW,7,Female,51,Affluent Customer,Yes,13.0,812.44,30-45,600-900
187,2666,1,Trek Bicycles,Standard,medium,large,NSW,8,Male,2,Mass Customer,No,9.0,872.8900000000001,45-60,600-900
188,2666,1,Norco Bicycles,Road,medium,medium,NSW,8,Male,2,Mass Customer,No,9.0,167.20999999999998,45-60,0-300
189,2666,1,Giant Bicycles,Standard,high,small,NSW,8,Male,2,Mass Customer,No,9.0,217.51,45-60,0-300
190,2666,1,Norco Bicycles,Road,medium,medium,NSW,8,Male,2,Mass Customer,No,9.0,167.20999999999998,45-60,0-300
191,76,1,Trek Bicycles,Mountain,low,medium,QLD,9,Female,20,High Net Worth,Yes,18.0,114.93,30-45,0-300
192,76,1,Giant Bicycles,Standard,high,medium,QLD,9,Female,20,High Net Worth,Yes,18.0,509.97,30-45,300-600
193,76,1,OHM Cycles,Road,medium,medium,QLD,9,Female,20,High Net Worth,Yes,18.0,450.77,30-45,300-600
194,76,1,Solex,Standard,medium,medium,QLD,9,Female,20,High Net Worth,Yes,18.0,143.82,30-45,0-300
195,76,1,Giant Bicycles,Standard,high,medium,QLD,9,Female,20,High Net Worth,Yes,18.0,509.97,30-45,300-600
196,76,1,Trek Bicycles,Standard,medium,medium,QLD,9,Female,20,High Net Worth,Yes,18.0,110.80999999999995,30-45,0-300
197,76,1,Giant Bicycles,Touring,medium,large,QLD,9,Female,20,High Net Worth,Yes,18.0,1010.02,30-45,900-1200
198,76,1,Solex,Standard,medium,medium,QLD,9,Female,20,High Net Worth,Yes,18.0,17.869999999999997,30-45,0-300
199,3368,1,Norco Bicycles,Standard,medium,medium,NSW,8,Female,7,Affluent Customer,No,16.0,90.09999999999997,45-60,0-300
200,3368,1,WeareA2B,Standard,medium,medium,NSW,8,Female,7,Affluent Customer,No,16.0,1028.76,45-60,900-1200
201,3368,1,Norco Bicycles,Standard,medium,small,NSW,8,Female,7,Affluent Customer,No,16.0,133.7800000000002,45-60,0-300
202,3368,1,Trek Bicycles,Standard,high,medium,NSW,8,Female,7,Affluent Customer,No,16.0,198.29000000000002,45-60,0-300
203,3368,1,Trek Bicycles,Standard,medium,large,NSW,8,Female,7,Affluent Customer,No,16.0,1702.5499999999997,45-60,1500-1800
204,1173,1,WeareA2B,Standard,low,medium,NSW,7,Female,58,High Net Worth,No,16.0,128.45999999999992,30-45,0-300
205,1173,1,OHM Cycles,Standard,high,medium,NSW,7,Female,58,High Net Worth,No,16.0,91.15,30-45,0-300
206,1173,1,WeareA2B,Road,low,small,NSW,7,Female,58,High Net Worth,No,16.0,129.01,30-45,0-300
207,2810,1,Norco Bicycles,Standard,medium,medium,VIC,8,Male,27,Mass Customer,Yes,15.0,817.36,45-60,600-900
208,2810,1,Norco Bicycles,Standard,medium,small,VIC,8,Male,27,Mass Customer,Yes,15.0,133.7800000000002,45-60,0-300
209,2810,1,Norco Bicycles,Standard,medium,small,VIC,8,Male,27,Mass Customer,Yes,15.0,64.50999999999999,45-60,0-300
210,2810,1,Solex,Standard,medium,large,VIC,8,Male,27,Mass Customer,Yes,15.0,50.66,45-60,0-300
211,2810,1,Trek Bicycles,Road,medium,medium,VIC,8,Male,27,Mass Customer,Yes,15.0,75.48000000000002,45-60,0-300
212,2810,1,WeareA2B,Standard,medium,small,VIC,8,Male,27,Mass Customer,Yes,15.0,43.97,45-60,0-300
213,3214,1,Giant Bicycles,Standard,medium,medium,QLD,3,Female,2,Mass Customer,Yes,9.0,448.67999999999995,15-30,300-600
214,3214,1,Trek Bicycles,Standard,medium,large,QLD,3,Female,2,Mass Customer,Yes,9.0,1702.5499999999997,15-30,1500-1800
215,3214,1,Norco Bicycles,Standard,low,medium,QLD,3,Female,2,Mass Customer,Yes,9.0,72.59999999999997,15-30,0-300
216,3214,1,Trek Bicycles,Road,low,medium,QLD,3,Female,2,Mass Customer,Yes,9.0,745.94,15-30,600-900
217,1272,1,Giant Bicycles,Road,medium,medium,QLD,5,Female,2,Affluent Customer,No,17.0,709.34,30-45,600-900
218,1272,1,OHM Cycles,Standard,high,medium,QLD,5,Female,2,Affluent Customer,No,17.0,91.15,30-45,0-300
219,1272,1,Giant Bicycles,Road,medium,medium,QLD,5,Female,2,Affluent Customer,No,17.0,198.22000000000003,30-45,0-300
220,1272,1,OHM Cycles,Standard,high,medium,QLD,5,Female,2,Affluent Customer,No,17.0,802.26,30-45,600-900
221,1272,1,Solex,Standard,medium,large,QLD,5,Female,2,Affluent Customer,No,17.0,690.49,30-45,600-900
